Nama,NIM,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
Nama_3888,NIM_8277186,5,2,5,4,1,4,3,4,4,1,4,3,3,1,3,4,5,1,3,5,2,3,3,2,4,1,5,4,2,3,5,3,5,2,2,3,3,1,3,3
Nama_5261,NIM_2330657,4,1,5,3,3,4,4,3,4,4,5,3,5,3,2,4,5,1,4,5,3,4,3,2,5,1,5,2,2,2,4,1,4,4,3,1,5,2,1,4
Nama_7839,NIM_5233384,3,4,3,5,1,2,4,2,5,2,5,3,2,3,3,5,4,1,5,5,5,4,2,2,4,1,5,3,4,3,3,1,4,4,4,2,5,2,1,3
Nama_4271,NIM_3011562,4,3,5,4,1,3,5,5,4,4,4,2,5,4,4,4,3,2,5,4,3,4,2,2,4,1,5,4,3,2,4,1,3,3,3,2,4,2,2,3
Nama_5018,NIM_5863099,4,3,5,3,3,5,4,3,5,1,5,2,4,3,2,2,3,2,3,5,3,4,2,2,2,1,4,4,4,1,4,1,5,5,2,2,3,2,2,5
Nama_1832,NIM_8185180,2,1,5,4,1,5,1,2,5,5,4,1,5,4,2,3,4,1,4,4,3,4,1,1,2,2,3,4,2,1,4,3,5,2,2,1,5,2,1,5
Nama_2741,NIM_5263528,2,4,4,3,2,5,3,4,5,1,4,3,1,3,1,3,4,1,3,3,5,5,1,3,3,2,4,3,4,3,4,1,4,2,4,1,3,4,3,3
Nama_2995,NIM_6912084,4,3,4,3,1,5,5,2,5,1,5,1,5,2,2,4,5,1,4,5,4,3,3,3,2,1,5,2,2,4,2,1,5,4,3,1,4,2,2,4
Nama_2793,NIM_5262563,5,3,5,3,1,4,4,4,4,2,4,3,3,3,3,3,5,2,2,4,1,3,2,2,3,2,5,4,5,5,5,2,4,2,5,2,2,1,1,3
Nama_8255,NIM_3786202,4,2,4,5,1,4,4,2,5,2,4,2,4,2,4,3,5,2,4,4,5,3,2,2,4,3,4,3,4,2,4,2,5,3,3,1,4,3,3,4
Nama_6957,NIM_1468163,2,4,3,2,1,4,3,2,4,3,3,2,5,4,3,4,4,2,4,5,3,4,1,2,3,2,4,2,4,1,4,1,4,4,3,2,4,2,1,5
Nama_7890,NIM_2676099,2,2,5,5,2,3,3,2,5,2,5,2,5,4,2,3,5,1,4,4,5,5,4,1,3,1,5,4,4,2,3,1,5,3,3,2,5,2,1,3
Nama_7065,NIM_7211715,3,3,4,5,3,3,3,1,3,1,5,2,2,3,3,4,3,1,2,5,4,3,2,1,1,2,4,4,2,2,3,1,3,4,3,2,3,1,1,4
Nama_1740,NIM_7473049,3,2,4,3,1,3,1,3,5,3,3,1,4,4,2,4,2,2,4,4,2,4,4,1,3,2,5,4,4,4,5,1,3,3,2,2,4,3,1,5
Nama_2151,NIM_7847101,4,2,5,2,1,5,4,5,5,4,3,1,4,2,2,5,5,2,3,5,4,3,3,3,3,2,5,4,4,1,4,1,4,2,1,3,2,4,2,3
Nama_5570,NIM_3703934,2,2,4,4,1,3,3,3,5,2,5,3,5,3,3,3,2,1,4,5,2,4,3,1,4,2,4,3,5,3,3,2,3,3,3,2,4,2,1,3
Nama_7277,NIM_6042596,5,3,5,3,1,4,3,1,5,2,3,4,3,3,1,5,3,2,4,5,3,2,2,2,3,2,5,4,2,5,5,1,5,5,2,1,1,3,2,3
Nama_1726,NIM_4019579,3,2,4,5,4,3,3,3,4,3,4,1,2,3,4,3,4,2,2,5,2,4,2,1,4,2,5,4,4,3,5,1,5,3,5,2,5,3,2,2
Nama_1114,NIM_8835958,3,2,3,3,2,4,4,2,5,3,5,3,4,3,2,3,4,2,4,4,4,4,2,1,2,1,5,3,3,3,5,1,5,5,2,1,5,2,1,2
Nama_8636,NIM_6171748,5,1,4,3,2,5,4,3,5,2,5,4,3,3,2,5,5,2,5,5,2,5,4,2,2,1,5,3,2,1,4,2,5,4,3,2,4,3,1,5
Nama_4956,NIM_5593577,2,2,3,3,1,3,5,1,4,2,4,2,3,4,3,4,3,2,4,4,5,5,2,1,5,1,5,4,5,2,4,1,4,2,3,1,4,3,2,3
Nama_7170,NIM_5053492,4,3,5,4,1,5,3,1,3,2,5,3,4,4,4,4,3,1,5,2,3,5,3,1,2,3,5,4,3,3,4,1,5,3,4,1,4,2,1,4
Nama_2563,NIM_4096750,2,2,4,3,2,3,2,3,5,1,5,1,3,3,2,3,5,1,5,5,4,4,5,1,2,1,5,2,4,4,5,1,4,4,3,3,5,3,1,5
Nama_1916,NIM_7613889,3,1,5,4,1,3,2,2,5,2,4,1,4,3,2,3,5,1,2,5,3,3,4,5,2,2,4,3,3,1,4,1,5,4,4,1,3,3,1,3
Nama_8380,NIM_7560230,3,2,5,4,1,3,4,2,5,2,4,2,2,1,2,3,5,1,5,5,2,2,3,1,2,1,4,5,3,2,5,2,4,3,2,2,5,4,1,4
Nama_4859,NIM_2051636,3,4,3,3,1,4,3,1,5,1,5,4,4,3,1,5,5,1,3,5,4,2,2,1,4,2,4,4,3,5,5,1,5,2,3,1,4,2,2,4
Nama_5621,NIM_3800212,5,1,3,5,1,3,2,2,3,5,4,2,4,4,3,5,4,1,4,4,3,4,3,1,4,1,5,4,5,4,5,3,5,4,4,2,3,3,1,3
Nama_3776,NIM_9685116,3,4,5,5,2,3,3,3,5,4,4,3,3,3,4,5,4,2,3,5,3,2,4,1,3,2,5,4,2,3,3,2,5,2,4,3,3,3,1,5
Nama_3160,NIM_9893396,2,3,5,1,2,5,2,2,5,2,5,4,2,3,3,4,5,1,5,4,4,4,1,2,5,3,5,4,3,4,4,2,5,4,5,4,2,2,2,3
Nama_9055,NIM_6377168,3,2,5,3,2,3,2,2,2,3,4,3,5,3,4,3,5,1,3,5,3,3,2,1,5,1,5,4,4,4,4,1,5,4,3,2,3,2,1,5
Nama_7159,NIM_2986373,4,1,5,4,2,1,5,2,5,3,4,3,3,1,4,3,4,1,4,4,4,2,2,1,5,1,5,4,3,2,4,2,5,4,5,1,3,2,2,3
Nama_3628,NIM_4819128,4,3,5,5,1,3,5,2,5,2,4,3,3,4,4,4,5,3,4,4,5,4,2,1,2,3,5,4,2,1,3,1,5,5,2,1,2,2,3,5
Nama_5370,NIM_7361293,4,2,5,4,1,3,3,2,4,2,4,2,4,5,2,3,4,1,5,5,4,4,3,2,4,1,5,4,4,3,5,1,5,3,4,1,5,3,2,4
Nama_7632,NIM_8813516,2,3,3,3,2,5,1,3,5,2,5,1,1,5,2,3,5,1,3,5,2,5,2,1,2,2,4,2,3,2,5,2,5,3,3,2,4,3,1,3
Nama_2756,NIM_5567994,5,4,3,3,1,3,4,1,3,4,4,4,4,2,3,3,4,2,4,5,5,4,1,1,5,2,5,5,4,3,4,1,5,5,3,2,4,2,1,2
Nama_2663,NIM_8878239,3,4,4,4,1,5,5,3,5,2,3,4,3,4,4,3,5,2,5,4,2,3,3,2,3,1,5,5,4,3,5,2,5,4,3,1,3,3,1,4
Nama_1944,NIM_5812585,5,3,3,3,2,2,5,3,5,4,4,3,3,3,2,5,4,2,2,5,5,4,2,2,5,1,5,3,3,2,4,1,3,5,2,2,3,1,2,2
Nama_2878,NIM_3548965,4,2,5,3,3,4,4,2,3,4,4,3,4,3,4,2,5,2,3,4,1,3,2,2,5,4,5,4,3,1,4,1,5,4,4,1,2,1,1,3
Nama_9221,NIM_1031346,3,3,4,4,1,4,3,2,5,4,4,2,5,3,2,4,5,2,5,3,4,3,4,3,5,1,5,4,3,3,5,1,4,3,2,2,3,2,2,3
Nama_4007,NIM_3264116,3,1,5,3,1,3,4,2,5,4,4,2,3,4,2,3,3,1,2,5,4,3,3,1,4,1,5,4,4,4,5,1,5,3,2,1,4,1,3,3
Nama_1942,NIM_3723024,3,2,4,4,1,2,4,2,5,2,4,4,4,3,2,4,5,2,3,5,1,3,2,1,3,3,3,1,2,4,3,1,5,3,5,1,3,4,1,5
Nama_9649,NIM_1121284,3,2,5,1,1,3,5,1,5,4,3,3,3,3,2,3,5,2,5,5,2,4,4,1,4,2,5,3,2,2,5,1,2,4,3,2,4,2,1,5
Nama_1973,NIM_2240962,4,2,5,3,2,3,2,3,3,2,5,1,4,4,3,4,3,1,4,3,2,3,2,1,3,2,5,4,4,1,4,2,4,3,5,3,3,1,2,3
Nama_9125,NIM_1692101,5,2,5,4,3,3,2,1,5,3,3,4,5,5,1,5,5,3,4,5,5,4,4,1,3,1,4,4,4,2,5,4,4,3,3,1,4,2,1,4
Nama_7792,NIM_6498195,3,3,5,2,2,4,2,4,4,2,5,4,4,4,1,4,4,2,4,5,1,3,4,1,4,3,4,2,3,4,5,2,4,5,4,1,4,3,1,4
Nama_8540,NIM_2354832,4,2,5,4,2,4,1,2,4,1,5,1,4,5,2,3,5,1,4,4,2,4,2,1,5,1,5,5,4,4,4,3,4,3,2,2,4,3,1,4
Nama_2384,NIM_3333180,3,2,5,2,1,4,4,2,5,2,5,2,3,3,2,3,5,1,5,5,3,4,2,1,5,1,5,4,2,2,3,1,2,4,5,2,2,2,1,2
Nama_2913,NIM_3461897,4,4,5,2,1,5,3,5,5,3,5,2,3,3,2,2,3,3,2,5,2,4,2,3,3,1,4,4,3,3,4,1,4,3,3,4,5,3,2,4
Nama_6386,NIM_7939191,3,2,4,3,2,4,4,3,5,2,5,1,3,3,4,4,3,2,4,4,4,1,1,1,4,3,3,3,4,2,4,1,5,5,4,3,4,4,1,3
Nama_1794,NIM_1702726,5,5,4,5,2,3,3,4,4,3,4,2,5,3,2,5,5,2,3,4,4,4,2,2,4,1,4,3,3,4,5,1,5,3,4,2,5,2,3,4
Nama_8750,NIM_7648529,4,1,4,3,2,5,3,3,5,2,5,1,4,4,4,4,5,1,3,4,2,3,3,1,4,3,4,5,4,2,4,1,4,1,5,1,4,1,1,3
Nama_2550,NIM_5010673,3,4,3,1,3,1,4,2,4,2,3,2,4,3,2,4,5,1,4,4,2,4,2,3,5,2,5,1,4,3,3,2,3,5,3,1,3,5,3,5
Nama_4904,NIM_1146539,2,1,5,5,2,3,3,2,4,2,3,2,1,4,3,5,5,1,3,5,4,4,3,1,3,1,4,2,5,3,4,1,5,5,4,2,3,2,1,4
Nama_6524,NIM_5673024,4,4,4,4,2,5,3,3,5,3,3,3,4,4,1,4,5,1,3,5,3,3,1,3,4,1,4,2,3,3,4,2,4,5,3,2,5,2,1,4
Nama_1755,NIM_6891732,4,1,3,2,1,4,5,2,4,3,4,3,3,3,1,4,5,1,2,4,5,5,2,2,4,3,3,2,1,2,5,1,3,4,4,1,3,3,2,3
Nama_6922,NIM_5262911,3,4,4,4,2,2,3,1,4,4,4,1,5,2,1,5,3,3,4,5,4,5,2,1,1,2,5,2,2,3,5,1,4,3,5,1,3,4,2,3
Nama_9527,NIM_5940952,5,3,3,2,2,3,4,3,4,2,4,2,4,4,1,4,4,2,2,4,4,2,2,1,3,1,5,3,4,3,4,1,5,4,2,2,4,2,1,1
Nama_3479,NIM_2430264,4,1,4,4,1,5,3,2,3,3,5,3,3,5,2,5,5,1,2,5,4,2,2,1,3,4,5,5,4,4,5,2,4,5,5,1,3,3,2,4
Nama_6774,NIM_7882076,2,4,4,3,1,5,4,2,5,3,4,3,3,3,1,2,5,3,4,5,3,3,3,1,3,3,5,4,5,3,4,1,5,3,4,1,5,1,1,4
Nama_5962,NIM_9137083,3,4,5,5,1,5,4,2,5,2,3,1,3,4,4,2,4,2,4,5,3,5,2,2,3,2,3,3,3,3,5,1,3,5,5,1,4,3,2,4
Nama_4491,NIM_7688064,3,1,5,2,3,2,1,1,4,3,3,1,3,4,1,4,3,2,4,5,4,4,4,2,5,1,4,3,2,1,5,1,4,5,4,3,4,3,1,3
Nama_9967,NIM_4840624,3,3,4,3,2,4,3,3,4,2,4,3,3,4,1,5,4,2,3,5,4,3,1,3,3,2,5,3,4,2,5,2,4,4,2,2,4,3,3,3
Nama_6648,NIM_6748413,3,3,4,4,1,4,2,3,4,4,4,3,3,2,2,4,5,1,5,4,4,2,2,2,3,1,4,2,2,1,5,3,5,3,4,3,2,1,3,5
Nama_9509,NIM_5494950,2,4,5,4,3,5,4,1,4,4,3,2,2,4,3,4,4,2,3,4,4,5,1,2,5,2,5,3,5,2,4,1,5,5,3,2,4,2,1,5
Nama_6645,NIM_4686788,3,2,4,3,2,5,1,4,3,2,4,4,3,4,3,2,4,3,3,5,3,5,4,1,2,1,5,4,2,3,4,2,5,3,3,3,2,3,1,3
Nama_6190,NIM_1018510,5,3,5,5,1,1,5,2,3,3,5,2,4,3,1,4,5,1,5,3,2,3,2,3,4,1,3,5,2,1,4,2,4,4,3,3,4,4,1,4
Nama_8443,NIM_2619530,4,1,3,4,2,3,4,1,4,4,5,3,5,2,3,5,4,2,3,4,4,4,4,3,3,3,4,4,4,3,5,1,3,4,2,2,4,3,1,5
Nama_2683,NIM_4104632,4,2,5,4,1,4,4,3,2,1,3,3,5,3,3,4,5,2,4,4,4,5,3,2,3,3,3,2,4,2,5,1,5,4,4,1,2,3,1,4
Nama_5833,NIM_7656289,2,2,5,3,3,2,3,4,5,3,5,2,3,3,1,3,5,2,4,4,3,5,2,2,4,3,5,2,2,3,4,1,5,4,4,2,3,4,1,4
Nama_7450,NIM_8392788,4,3,3,1,2,4,3,1,5,4,4,2,4,4,2,5,5,1,2,5,5,3,3,1,4,1,3,4,4,2,4,3,4,4,3,1,4,3,2,4
Nama_3291,NIM_6244412,4,3,4,4,2,4,4,4,5,2,5,1,2,4,3,2,4,1,3,5,4,3,2,1,5,2,4,4,3,2,5,1,4,4,3,2,5,2,1,1
Nama_1305,NIM_2594745,4,3,3,2,2,4,3,1,5,4,5,2,4,2,4,4,3,1,4,4,3,2,3,1,1,1,5,3,5,3,5,1,4,3,3,2,3,1,1,5
Nama_3894,NIM_1203811,4,3,4,3,2,3,2,2,5,3,4,3,3,2,3,5,5,1,3,4,4,3,2,1,4,1,5,3,1,3,5,3,2,3,4,2,2,3,1,2
Nama_3818,NIM_3133520,3,3,5,4,2,2,3,2,4,4,3,2,4,3,3,3,5,1,4,3,3,4,3,3,3,3,4,5,4,2,5,1,5,3,3,3,3,3,1,5
Nama_5177,NIM_1564267,2,2,4,3,1,5,4,1,5,2,5,1,5,3,3,3,4,1,5,4,3,5,3,1,3,2,5,5,2,3,5,1,4,2,3,2,5,4,1,5
Nama_6821,NIM_6994299,5,2,5,4,1,3,3,2,5,3,5,3,5,3,4,3,4,1,1,5,2,5,2,1,2,2,3,4,2,2,5,2,5,2,3,3,3,3,2,5
Nama_7953,NIM_4828471,5,3,5,3,1,5,5,4,4,1,3,1,3,5,2,4,5,1,5,5,3,3,3,1,2,3,5,4,2,1,5,1,4,5,4,3,3,2,2,4
Nama_2494,NIM_6966319,4,3,3,2,2,2,3,4,4,1,5,5,3,5,2,3,4,1,4,3,4,5,3,2,5,1,3,4,3,1,3,1,4,3,3,1,2,3,2,4
Nama_1990,NIM_7672592,3,2,4,4,2,4,4,3,4,2,5,3,5,5,2,3,5,3,4,4,2,3,3,2,2,2,5,2,5,2,5,1,3,3,3,1,3,3,1,3
Nama_8025,NIM_2461215,4,1,4,3,1,3,4,2,5,3,4,3,5,2,2,5,5,1,3,5,3,4,2,1,3,1,4,5,3,3,5,2,5,3,4,2,4,1,2,4
Nama_7064,NIM_6732556,3,2,4,2,2,5,3,2,5,1,4,2,3,5,1,4,5,2,3,5,3,1,2,1,3,1,5,4,5,3,5,1,3,3,3,1,2,3,1,3
Nama_4260,NIM_6397826,4,4,4,3,1,3,4,3,4,3,4,3,4,5,3,4,4,1,4,5,3,3,3,2,4,2,5,3,4,3,5,2,4,4,2,1,5,4,2,3
Nama_4247,NIM_1725311,3,1,5,4,2,5,5,2,5,2,3,2,4,4,3,5,5,1,5,4,5,2,2,2,5,1,4,4,5,1,4,2,4,3,3,2,3,4,2,4
Nama_5292,NIM_5517696,3,3,5,3,1,2,1,3,4,3,4,3,4,4,3,4,5,1,3,5,5,4,2,3,4,2,5,4,4,4,4,3,2,2,3,1,4,2,1,3
Nama_6677,NIM_9620552,3,2,5,2,3,3,1,2,4,2,5,3,5,3,3,4,2,1,2,5,4,4,2,1,3,1,5,2,3,3,4,1,5,3,3,1,3,2,1,3
Nama_1500,NIM_6891709,2,2,5,4,2,3,4,3,5,3,5,3,3,3,1,5,5,1,3,4,5,2,3,1,4,1,3,3,3,3,5,1,4,3,3,2,3,3,1,4
Nama_5996,NIM_6322432,4,4,4,4,1,5,4,2,4,3,4,3,3,4,2,3,5,2,3,5,2,5,3,1,5,1,5,4,2,3,5,3,5,2,5,1,5,2,1,3
Nama_9962,NIM_6911625,3,2,5,2,2,4,5,3,3,2,5,3,4,5,3,4,3,1,3,3,2,3,2,2,3,2,4,4,4,4,4,2,5,2,5,3,2,3,1,3
Nama_6969,NIM_7547652,4,2,5,5,1,3,4,2,4,4,3,2,4,3,3,3,5,1,4,5,3,1,3,2,4,1,4,5,2,3,4,1,4,3,4,3,4,3,1,4
Nama_8616,NIM_1136322,3,3,4,2,1,3,4,4,4,2,4,1,4,5,2,2,5,2,4,5,2,2,2,2,3,4,4,3,4,3,4,1,5,5,4,4,5,1,1,4
Nama_8103,NIM_7269854,4,2,5,4,2,2,4,3,4,3,5,5,3,5,3,5,4,1,3,4,2,2,1,1,4,1,3,3,3,2,5,3,5,4,4,1,3,3,2,5
Nama_5928,NIM_3637023,2,4,5,4,1,4,5,2,4,2,5,2,4,5,3,3,5,3,4,5,4,3,3,1,3,3,5,3,5,1,4,2,2,3,2,1,3,1,1,2
Nama_6892,NIM_4925300,3,1,4,3,2,3,3,3,5,1,5,4,4,3,2,5,4,2,3,5,3,4,3,1,3,2,4,1,3,4,4,3,4,2,3,1,4,2,3,3
Nama_2242,NIM_8824132,2,1,5,3,2,5,3,3,5,5,1,2,4,3,3,3,5,1,4,5,4,4,4,1,4,1,5,3,1,3,4,2,5,4,4,1,2,2,3,3
Nama_6796,NIM_8437307,2,3,3,4,1,4,2,2,5,2,5,3,3,3,3,3,5,1,3,5,3,3,1,1,3,1,4,4,3,2,5,1,5,4,2,3,5,1,1,3
Nama_5789,NIM_8667143,3,3,5,3,1,2,4,3,4,1,5,3,4,4,1,5,4,2,5,5,2,1,2,2,3,2,5,4,3,2,4,2,4,3,3,2,3,2,3,4
Nama_8166,NIM_8507628,3,2,4,3,1,3,5,3,5,3,3,2,4,2,3,5,5,3,4,5,3,4,3,2,5,1,4,4,2,3,3,3,5,3,3,1,4,3,1,3
Nama_4975,NIM_4400205,4,3,3,5,1,3,5,1,3,3,2,1,5,3,5,2,4,2,4,4,3,4,4,2,3,1,4,2,4,3,4,3,5,4,4,1,3,4,1,5
Nama_9961,NIM_6397005,2,1,4,3,2,4,2,2,4,1,4,2,5,4,3,2,5,3,2,4,4,4,2,1,3,2,5,3,5,2,4,2,5,4,2,1,4,3,1,4
Nama_9491,NIM_8237234,5,3,4,3,1,2,4,2,5,2,5,3,3,3,1,5,5,1,3,4,4,3,1,2,5,2,4,3,2,2,5,1,5,4,4,2,4,2,1,5
Nama_3925,NIM_4183965,4,2,4,2,2,4,4,2,4,1,5,1,5,2,3,5,5,2,3,3,4,5,2,1,1,1,4,5,4,3,4,1,5,4,1,1,3,2,2,3
Nama_9066,NIM_9662841,3,3,4,4,2,4,3,1,5,2,5,1,3,3,3,1,5,1,4,3,3,3,1,1,2,1,5,2,3,3,4,1,5,5,2,1,2,2,2,3
Nama_3298,NIM_3666478,3,3,3,2,1,4,4,2,5,2,5,3,3,3,1,4,5,2,4,5,2,4,3,1,4,2,4,3,3,3,5,1,5,3,1,1,5,2,1,2
Nama_2828,NIM_6533198,5,4,5,4,2,4,1,2,4,3,5,3,3,2,2,4,4,1,5,5,3,5,3,3,5,1,5,5,3,2,4,2,5,2,4,1,3,2,2,5
Nama_8019,NIM_3596279,4,4,2,5,2,2,4,1,5,3,5,2,3,4,2,4,5,1,5,4,3,3,4,1,5,2,5,3,5,3,4,2,5,3,4,3,4,2,1,3
Nama_7125,NIM_5308783,3,2,5,4,2,5,2,3,3,2,3,3,2,3,1,3,4,3,3,5,5,5,2,2,4,1,5,3,2,3,4,1,4,5,4,1,2,2,2,3
Nama_7376,NIM_3604878,3,2,3,4,3,4,4,1,4,1,5,2,3,4,2,5,5,1,2,5,4,4,3,1,3,1,5,3,3,4,5,2,4,3,3,1,4,4,2,2
Nama_9086,NIM_2837993,4,3,2,4,2,3,4,2,4,4,4,3,4,2,1,5,4,2,2,2,4,3,3,3,2,2,5,2,3,1,5,1,5,2,2,3,3,3,3,4
Nama_9089,NIM_8356089,4,1,5,5,1,2,3,3,5,3,3,2,3,3,3,2,4,2,3,4,5,5,1,2,5,2,5,5,4,3,4,2,5,4,3,1,2,2,2,4
Nama_6129,NIM_9475336,2,2,5,3,1,3,3,2,5,3,5,1,3,3,3,3,5,3,3,4,3,5,2,3,2,1,4,3,3,2,4,3,5,4,4,2,3,2,2,2
Nama_6578,NIM_2907273,2,3,3,2,3,3,4,3,5,2,4,4,3,4,3,4,5,1,4,3,5,5,2,2,4,1,4,2,5,3,4,1,4,3,3,1,4,4,2,2
Nama_3777,NIM_9879100,2,1,3,4,3,4,5,2,4,3,4,3,3,2,1,4,4,1,3,5,2,4,3,3,3,1,5,3,5,3,5,4,5,5,3,2,3,3,2,1
Nama_1063,NIM_6783881,2,1,5,2,2,2,2,2,5,1,4,2,2,5,1,3,5,1,3,5,3,3,3,1,4,2,4,5,3,3,4,1,4,4,1,2,3,3,2,4
Nama_3732,NIM_8095593,3,1,5,4,3,3,3,1,4,3,5,4,2,4,2,4,5,1,2,3,3,2,2,1,1,3,5,1,4,2,3,2,4,4,3,1,3,1,1,4
Nama_3993,NIM_5652328,5,2,5,3,1,3,3,3,4,3,5,3,3,5,2,5,3,4,3,5,3,2,2,1,4,3,5,4,4,1,3,1,4,2,3,1,4,3,1,2
Nama_5815,NIM_9126401,4,3,5,4,1,4,4,2,5,3,5,4,3,3,4,4,4,1,3,4,3,4,3,3,4,1,5,5,5,1,4,2,3,2,4,1,2,4,2,3
Nama_4685,NIM_6676448,3,1,3,4,3,1,3,3,4,1,4,3,3,3,2,3,5,1,2,5,3,1,4,3,4,2,5,3,4,4,5,1,5,4,5,2,4,5,1,5
Nama_4236,NIM_7091209,4,1,5,5,1,5,4,2,4,2,5,4,3,3,3,4,4,2,3,5,3,5,2,2,2,2,4,2,5,2,2,1,5,4,3,1,3,4,3,3
Nama_5074,NIM_5149956,3,4,5,4,2,3,3,3,4,3,3,2,2,3,2,5,5,1,2,4,4,5,1,2,3,1,3,3,2,2,5,2,5,4,4,2,3,1,2,2
Nama_8649,NIM_8646437,3,2,3,4,1,4,3,2,4,2,4,2,5,4,3,2,5,2,4,5,3,4,4,2,3,1,5,3,4,2,3,2,5,2,4,2,4,3,3,3
Nama_4749,NIM_5622791,3,3,5,3,2,3,3,2,5,1,5,2,3,3,3,5,5,2,3,4,4,3,2,1,4,2,4,4,5,1,4,1,5,2,5,2,4,3,1,4
Nama_8527,NIM_8534476,3,3,5,2,4,4,2,3,4,2,3,2,5,4,3,4,4,1,2,4,5,4,3,2,3,1,4,2,5,3,4,3,5,5,3,2,4,4,2,3
Nama_5005,NIM_1934836,3,3,4,3,1,4,4,4,5,2,3,3,5,4,4,3,4,1,3,4,4,3,2,1,4,2,4,3,2,4,5,1,5,4,4,3,4,1,2,4
Nama_5328,NIM_2439977,2,3,4,3,1,4,4,2,4,1,4,4,3,4,4,3,4,4,5,3,4,4,3,1,3,1,4,4,2,2,3,3,5,3,3,2,5,3,1,2
Nama_4873,NIM_9857700,1,1,5,4,3,5,2,3,5,1,3,5,3,4,2,4,4,2,4,5,3,3,1,1,2,2,5,5,2,1,5,1,5,3,3,2,4,4,1,4
Nama_4563,NIM_2812146,5,3,4,4,1,2,3,3,5,2,3,3,3,2,2,3,4,2,2,4,4,1,2,1,3,1,5,5,3,2,4,2,3,3,3,1,4,3,1,4
Nama_5901,NIM_3405071,2,3,4,3,2,4,2,2,5,3,5,3,3,4,1,3,5,1,3,3,5,4,3,1,3,1,4,3,3,3,3,3,5,3,4,1,3,2,3,3
Nama_9162,NIM_2391819,4,2,5,5,2,3,4,3,5,4,5,2,4,3,2,3,4,1,4,2,5,5,2,2,4,1,5,3,3,3,3,2,5,4,3,3,3,3,3,3
Nama_1242,NIM_9287143,4,2,5,3,2,4,3,3,5,2,4,1,3,3,3,4,5,3,5,5,3,4,4,2,1,2,4,2,4,1,5,2,4,3,3,1,3,1,2,4
Nama_7345,NIM_2801952,4,3,5,5,2,4,5,2,4,3,5,3,4,2,5,4,4,3,4,5,3,5,2,1,4,3,5,4,5,2,5,2,5,2,3,1,4,5,2,3
Nama_5318,NIM_5887163,4,2,5,3,1,3,3,4,3,2,5,4,3,2,3,4,4,2,4,5,4,5,3,2,4,1,5,3,2,3,4,1,4,5,3,2,2,5,2,3
Nama_8257,NIM_3113685,4,5,4,3,4,3,3,1,4,1,4,1,5,2,1,3,5,1,3,5,3,5,2,1,5,2,5,3,1,3,5,3,4,3,4,2,4,3,1,4
Nama_7715,NIM_1549634,4,3,4,4,1,3,3,2,4,3,5,2,3,4,3,3,5,1,2,4,5,3,2,2,5,1,5,3,4,3,4,2,4,2,3,1,4,2,3,3
Nama_4236,NIM_3637051,3,3,2,3,1,2,3,4,5,3,4,2,3,4,1,4,4,2,4,3,3,3,1,1,5,2,5,4,3,2,5,2,4,2,5,1,3,3,1,4
Nama_1622,NIM_9575197,3,1,3,4,1,2,4,3,3,4,3,2,3,3,2,3,4,1,5,4,4,4,3,2,2,2,4,3,4,2,5,1,5,5,3,1,3,3,1,4
Nama_7306,NIM_1876876,3,3,2,4,2,2,3,3,5,4,4,2,5,3,3,5,5,2,5,5,4,3,4,2,2,2,2,4,3,4,5,2,3,4,3,3,2,3,1,4
Nama_9965,NIM_3845929,3,3,4,5,2,5,4,2,4,1,5,2,4,3,1,4,4,1,2,4,4,3,3,2,5,2,3,3,3,2,5,1,5,2,5,1,3,2,2,3
Nama_9988,NIM_8334701,5,4,3,4,2,3,2,3,4,2,5,1,3,4,3,5,4,1,3,5,3,3,3,2,2,1,4,4,2,4,5,2,5,4,2,1,4,3,3,3
Nama_3552,NIM_6447550,4,3,3,5,1,3,5,4,4,1,4,4,4,2,3,3,4,1,5,5,2,4,3,1,3,1,4,4,3,3,4,2,5,3,4,2,3,3,1,1
Nama_7007,NIM_1072264,3,4,5,4,3,3,2,1,4,3,3,2,2,3,4,4,4,3,4,5,5,3,3,2,3,1,5,5,4,4,4,2,3,4,5,2,4,2,1,3
Nama_5027,NIM_7429716,3,2,4,4,1,5,2,4,4,2,4,3,3,3,3,2,4,1,2,3,4,4,2,1,2,1,4,4,4,1,5,1,5,3,5,1,4,1,2,1
Nama_6483,NIM_2635543,5,4,4,4,1,3,4,1,5,3,5,2,4,4,3,4,3,1,5,5,2,2,2,1,3,3,4,4,4,2,3,2,2,4,4,2,4,1,2,4
Nama_3196,NIM_2715027,3,3,4,3,2,3,2,3,5,3,4,1,3,5,3,4,5,2,4,5,3,2,3,3,2,2,5,3,3,3,4,1,5,2,2,2,3,3,3,4
Nama_5768,NIM_4851304,3,4,5,3,1,3,2,3,4,3,5,3,4,4,2,3,5,1,3,4,5,4,5,1,3,2,4,4,3,2,5,1,5,3,4,3,1,2,2,1
